"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         194,       -1.57852168,      0.6425225582,      0.6531387458,      0.6376955513,       3.822724321,      -5.912983246
          0,           0,         195,       -1.58268905,      0.6566625406,      0.6474857477,      0.6306202079,       3.819108107,      -5.920991068
          0,           0,         196,      -1.587039639,      0.6690315597,      0.6411994399,       0.622181965,       3.815457237,      -5.930285824
          0,           0,         197,      -1.591919022,      0.6779391728,      0.6344449755,      0.6122659743,       3.811245711,      -5.940772989
          0,           0,         198,      -1.597018015,      0.6847529854,        0.62673423,      0.6006572382,       3.807064946,      -5.952407939
          0,           0,         199,       -1.60230854,      0.6909739437,      0.6185167821,      0.5881284518,       3.802859317,      -5.965280284
          0,           0,         200,      -1.608237811,      0.6965769129,      0.6099113543,      0.5752774856,       3.797865192,      -5.979283081
          0,           0,         201,      -1.614951823,      0.7006521958,      0.6010011049,      0.5621129964,       3.791839913,      -5.994020161
          0,           0,         202,      -1.622417618,      0.7027707139,       0.591882965,      0.5493379372,       3.784779277,      -6.009049181
          0,           0,         203,      -1.630454156,      0.7032992635,      0.5832268253,      0.5373050064,       3.776841451,      -6.023840676
          0,           0,         204,      -1.638276616,      0.7044506295,      0.5741422854,      0.5258402344,       3.769905839,      -6.038058393
          0,           0,         205,       -1.64630724,      0.7029653311,      0.5655266317,      0.5153586201,         3.7621048,      -6.051349496
          0,           0,         206,      -1.654471256,      0.6986648123,      0.5568654105,      0.5054048191,       3.753595999,      -6.063294206
          0,           0,         207,      -1.662407823,      0.6931379418,       0.545185457,      0.4957151353,        3.74535308,      -6.073783539
          0,           0,         208,      -1.670353848,      0.6856914551,       0.530913594,      0.4860949902,       3.736987238,      -6.083104526
          0,           0,         209,      -1.678629766,      0.6748469658,      0.5171963386,      0.4763002737,       3.728041797,      -6.091422381
          0,           0,         210,      -1.686877204,       0.664284253,      0.5040745061,      0.4665168007,        3.71950875,      -6.098610843
          0,           0,         211,      -1.695091294,      0.6548577911,      0.4922521538,      0.4575735238,        3.71160079,      -6.104526075
          0,           0,         212,      -1.703279876,      0.6464438069,      0.4821906434,      0.4488315512,       3.704162295,      -6.108915228
          0,           0,         213,      -1.711466774,      0.6368151406,      0.4738087907,      0.4406686948,       3.696733708,      -6.111603573
          0,           0,         214,      -1.719394375,      0.6250476408,      0.4662104476,      0.4328597382,       3.689552528,      -6.112503326
          0,           0,         215,      -1.726800481,      0.6113802812,      0.4595156746,      0.4252399383,       3.682736376,      -6.111872621
          0,           0,         216,       -1.73352999,       0.596630653,      0.4537125287,      0.4191543869,       3.676427567,      -6.109834121
          0,           0,         217,      -1.739483034,      0.5800460765,      0.4490705238,      0.4146333422,       3.670437809,      -6.106707696
          0,           0,         218,      -1.744535016,      0.5619696304,      0.4454662858,      0.4106290294,       3.665118165,      -6.102927118
          0,           0,         219,      -1.748780656,       0.542423514,      0.4428997765,      0.4074219578,       3.660457451,      -6.098741817
          0,           0,         220,      -1.752329063,      0.5214006781,      0.4417085533,      0.4061509146,       3.656131813,      -6.094333417
          0,           0,         221,      -1.754959699,      0.4992573686,      0.4414885476,      0.4051594251,       3.652706439,      -6.089859697
          0,           0,         222,      -1.756915597,      0.4770353734,      0.4419210006,      0.4043147866,       3.649860387,      -6.085426739
          0,           0,         223,      -1.758308604,       0.455115371,      0.4432156967,      0.4050388609,       3.647878665,      -6.081080557
          0,           0,         224,      -1.759099561,      0.4337188456,       0.444478646,      0.4069550575,       3.646907812,      -6.076926246
          0,           0,         225,      -1.759505886,      0.4132824888,      0.4458617551,      0.4097200277,       3.646396229,      -6.073041276
          0,           0,         226,      -1.759825386,      0.3933074391,      0.4471297987,       0.412153744,       3.645737577,      -6.069510678
          0,           0,         227,       -1.76012445,       0.374049402,      0.4478018486,      0.4145163599,       3.644806635,      -6.066399458
          0,           0,         228,      -1.760655065,      0.3549533455,       0.447537204,      0.4165173282,       3.643191109,      -6.063838326
          0,           0,         229,      -1.761480743,      0.3362383539,      0.4468450466,      0.4183467984,       3.641094257,      -6.061920057
          0,           0,         230,      -1.762658667,       0.319602408,      0.4453744833,      0.4202965414,       3.638703499,      -6.060797233
          0,           0,         231,      -1.764400991,      0.3057644253,      0.4440196172,      0.4220549652,       3.635903427,       -6.06052459
          0,           0,         232,      -1.766662009,      0.2982781674,      0.4427650493,      0.4232501697,       3.632831741,      -6.061019218
          0,           0,         233,      -1.769160452,      0.2952802998,      0.4410167794,       0.423140401,        3.63010284,      -6.062288701
          0,           0,         234,      -1.772259245,      0.2937242723,      0.4386310994,      0.4232535074,       3.626526402,      -6.064408634
          0,           0,         235,      -1.775734466,      0.2974831751,      0.4362337247,      0.4229454954,       3.623279584,      -6.067374418
          0,           0,         236,       -1.77979686,      0.3021109211,      0.4331624121,      0.4214343069,       3.619446806,      -6.071119244
          0,           0,         237,      -1.784270446,      0.3094158873,      0.4300813922,      0.4188999694,       3.615326202,      -6.075549768
          0,           0,         238,      -1.789334694,      0.3150979269,      0.4267910974,      0.4150020524,       3.610160893,      -6.080596093
          0,           0,         239,      -1.794739072,      0.3209722484,      0.4235797649,      0.4095875757,       3.604746178,      -6.086338549
