"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         218,      -5.714872324,      -5.991207322,      -6.440646157,      -5.175632404
          0,           0,         219,      -5.707267932,      -5.991703554,      -6.434252856,      -5.168001248
          0,           0,         220,       -5.70005862,      -5.992115934,      -6.427916004,      -5.160807021
          0,           0,         221,      -5.693258864,      -5.992577828,      -6.421899683,      -5.154041712
          0,           0,         222,      -5.686953003,      -5.992962455,      -6.416591844,      -5.147802154
          0,           0,         223,      -5.681682693,      -5.993285366,      -6.411355202,      -5.142731609
          0,           0,         224,      -5.677221628,      -5.994423104,      -6.406801943,      -5.138555713
          0,           0,         225,      -5.673395305,      -5.997082757,      -6.403177013,      -5.135073245
          0,           0,         226,      -5.669503661,      -6.001082505,      -6.399960913,      -5.131384463
          0,           0,         227,      -5.666445771,       -6.00537506,      -6.397692572,      -5.128553788
          0,           0,         228,      -5.663776446,      -6.009346679,      -6.396009262,       -5.12602335
          0,           0,         229,      -5.661297533,      -6.013131955,      -6.394359484,       -5.12353336
          0,           0,         230,      -5.658820761,      -6.016444525,      -6.392808534,       -5.12093218
          0,           0,         231,      -5.656419632,      -6.019142609,      -6.391962873,      -5.118378694
          0,           0,         232,      -5.654004323,      -6.021438241,      -6.391901455,      -5.115778027
          0,           0,         233,      -5.651979505,      -6.023500806,      -6.392322404,      -5.113585518
          0,           0,         234,      -5.650747812,      -6.025489783,       -6.39253409,      -5.112210168
          0,           0,         235,      -5.649445974,      -6.027164886,      -6.393250128,      -5.110623917
          0,           0,         236,      -5.648996428,      -6.028992073,      -6.395248847,      -5.109987206
          0,           0,         237,      -5.648919266,      -6.030941352,      -6.397713172,      -5.109769961
          0,           0,         238,      -5.649016859,      -6.033042226,      -6.400278093,       -5.10974089
          0,           0,         239,      -5.649359578,      -6.035279409,       -6.40272789,      -5.109963672
          0,           0,         240,      -5.650153867,      -6.037797171,      -6.405069132,      -5.110645391
          0,           0,         241,      -5.651480898,      -6.040586817,      -6.407476444,      -5.111858008
          0,           0,         242,      -5.653353787,      -6.043710273,      -6.410256272,      -5.113615506
          0,           0,         243,      -5.655893736,      -6.047287756,      -6.413713664,      -5.116055441
          0,           0,         244,      -5.659050951,      -6.051130676,      -6.417398576,      -5.119109952
          0,           0,         245,      -5.662845413,      -6.055221515,      -6.421054798,      -5.122815477
          0,           0,         246,      -5.667628168,      -6.059548468,      -6.424779884,      -5.127558765
          0,           0,         247,      -5.673178083,      -6.064187957,      -6.428164718,      -5.133043097
          0,           0,         248,      -5.680111027,      -6.068966683,      -6.431249664,      -5.139960979
          0,           0,         249,      -5.688868531,      -6.073692129,      -6.434491732,      -5.148771676
          0,           0,         250,      -5.697924855,      -6.078474515,      -6.437921533,       -5.15769119
          0,           0,         251,      -5.707440049,      -6.083347041,      -6.441717348,      -5.167035566
          0,           0,         252,      -5.718166274,      -6.087997127,      -6.446403419,      -5.177665788
          0,           0,         253,      -5.728314227,      -6.092812494,       -6.45079971,      -5.187516567
          0,           0,         254,      -5.737759306,      -6.097966641,      -6.454954192,      -5.196603523
          0,           0,         255,      -5.746881246,      -6.103310628,      -6.458952894,      -5.205541442
          0,           0,         256,      -5.756299133,      -6.109021152,      -6.463464464,      -5.214968936
          0,           0,         257,      -5.765584657,      -6.115059376,      -6.468401808,      -5.224239624
          0,           0,         258,      -5.774651994,       -6.12120727,      -6.473480796,      -5.233247629
          0,           0,         259,      -5.783649366,      -6.127328404,      -6.478594477,      -5.242185918
          0,           0,         260,      -5.792777397,      -6.133288055,      -6.484203849,      -5.251295196
          0,           0,         261,       -5.80188061,      -6.139425148,      -6.490385395,      -5.260380126
          0,           0,         262,       -5.81092338,      -6.145741401,      -6.497355297,      -5.269393281
          0,           0,         263,       -5.81952926,      -6.152378579,      -6.505160943,      -5.277877653
          0,           0,         264,      -5.827541246,      -6.159335425,      -6.513517235,      -5.285649981
          0,           0,         265,      -5.835517424,      -6.166242625,      -6.522220316,      -5.293431038
          0,           0,         266,      -5.843633183,      -6.173164421,      -6.531782234,      -5.301454908
          0,           0,         267,      -5.853224578,      -6.180437623,      -6.543102288,      -5.311156849
          0,           0,         268,      -5.863436436,      -6.188255493,      -6.554942489,      -5.321448205
          0,           0,         269,      -5.874013301,      -6.196384787,      -6.566845281,      -5.332048473
          0,           0,         270,      -5.884472242,      -6.204973487,      -6.577992224,       -5.34245902
          0,           0,         271,       -5.89477476,      -6.213768897,       -6.58832516,        -5.3527184
          0,           0,         272,      -5.905751812,      -6.222779905,      -6.598084124,      -5.363751572
          0,           0,         273,       -5.91661338,      -6.232023252,      -6.607679767,      -5.374582886
          0,           0,         274,      -5.927309385,      -6.241332289,      -6.617110195,       -5.38522522
          0,           0,         275,      -5.938547651,      -6.251050373,      -6.626686658,        -5.3965366
          0,           0,         276,      -5.949790647,      -6.261075793,       -6.63622596,       -5.40783549
          0,           0,         277,      -5.960963288,      -6.271185526,      -6.645777402,      -5.419059955
          0,           0,         278,      -5.972131019,      -6.281300926,        -6.6554403,      -5.430293971
          0,           0,         279,      -5.983386262,       -6.29140248,      -6.665271728,      -5.441632957
          0,           0,         280,      -5.994889961,      -6.301289506,      -6.675472775,      -5.453253016
          0,           0,         281,      -6.007000981,      -6.311283789,      -6.686445189,      -5.465525848
          0,           0,         282,       -6.01865966,      -6.321598156,      -6.697899412,      -5.477187466
          0,           0,         283,      -6.030133081,      -6.331987024,      -6.709512824,      -5.488648302
          0,           0,         284,       -6.04144158,      -6.342317208,      -6.720769701,      -5.499981386
          0,           0,         285,       -6.05298238,      -6.352251486,      -6.731581678,       -5.51158764
          0,           0,         286,      -6.064539157,      -6.361977842,      -6.741892968,      -5.523156507
          0,           0,         287,      -6.075795072,      -6.371699846,      -6.751724827,      -5.534403935
          0,           0,         288,      -6.086743863,      -6.381298436,      -6.760913985,      -5.545395556
          0,           0,         289,      -6.097525705,      -6.390875347,      -6.769697008,      -5.556261871
          0,           0,         290,      -6.108621923,      -6.400590644,      -6.778343764,      -5.567557193
          0,           0,         291,      -6.120178903,      -6.410437246,      -6.787265061,      -5.579402005
          0,           0,         292,      -6.131798052,      -6.420517042,      -6.796561173,      -5.591260088
          0,           0,         293,      -6.144205253,      -6.430608111,      -6.806069116,      -5.603949692
          0,           0,         294,      -6.156542397,      -6.440810448,      -6.816010139,      -5.616458311
          0,           0,         295,      -6.168555389,      -6.451042052,      -6.826334062,      -5.628640519
          0,           0,         296,      -6.180348062,      -6.461203849,      -6.836956201,      -5.640617922
          0,           0,         297,      -6.192121751,      -6.471301663,      -6.847702981,      -5.652566674
          0,           0,         298,      -6.203972704,      -6.481320162,      -6.858468524,      -5.664570161
          0,           0,         299,      -6.216705019,      -6.491309276,      -6.869234526,      -5.677559305
