"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         206,      -6.580304947,      -6.697001445,      -6.805355508,      -6.510676066,      -5.995185548,      -12.74001238
          0,           0,         207,      -6.580203015,      -6.696960016,      -6.805360669,      -6.510670989,      -5.995150338,      -12.74388748
          0,           0,         208,        -6.5802506,      -6.696989786,      -6.805357879,      -6.510674369,      -5.995183891,      -12.74794262
          0,           0,         209,      -6.580202646,      -6.696945088,      -6.805363556,      -6.510670126,      -5.995137298,      -12.75215382
          0,           0,         210,      -6.580185915,      -6.696988844,      -6.805369198,      -6.510681466,      -5.995130744,      -12.75650701
          0,           0,         211,      -6.580108671,      -6.696963361,      -6.805355209,      -6.510676027,      -5.995277187,      -12.76103068
          0,           0,         212,      -6.580120344,      -6.696974543,      -6.805354313,      -6.510676649,      -5.995289162,       -12.7657333
          0,           0,         213,      -6.580157917,      -6.696962317,      -6.805373272,      -6.510677613,      -5.995161003,      -12.77055384
          0,           0,         214,      -6.580157637,      -6.696989548,      -6.805368787,      -6.510679318,      -5.995209708,      -12.77554546
          0,           0,         215,      -6.580192526,      -6.696954438,      -6.805380722,      -6.510677758,      -5.995122036,      -12.78065639
          0,           0,         216,      -6.580192639,      -6.696989652,      -6.805377823,      -6.510680185,      -5.995161076,      -12.78592843
          0,           0,         217,      -6.580227628,      -6.696955796,      -6.805388541,       -6.51067775,      -5.995084418,      -12.79131428
          0,           0,         218,      -6.580227994,      -6.696994083,      -6.805386429,      -6.510680938,      -5.995118453,       -12.7968507
          0,           0,         219,       -6.58026114,      -6.696964358,      -6.805395467,      -6.510678204,      -5.995057965,      -12.80250118
          0,           0,         220,      -6.580290184,      -6.697026177,      -6.805398655,      -6.510682983,      -5.995050199,      -12.80826987
          0,           0,         221,      -6.580215389,      -6.697002512,      -6.805395075,      -6.510679742,      -5.995079395,      -12.81404326
          0,           0,         222,      -6.580090695,      -6.697110323,      -6.805323445,      -6.510635374,      -5.996450874,      -12.82066407
          0,           0,         223,      -6.580153245,      -6.697374228,      -6.805708939,      -6.510785224,      -5.995173672,      -12.82696181
          0,           0,         224,      -6.579477481,      -6.697372843,      -6.805782389,      -6.510842498,      -5.994625072,      -12.83320184
          0,           0,         225,      -6.579651521,      -6.697379956,      -6.805801734,      -6.510841449,      -5.994613547,        -12.839585
          0,           0,         226,      -6.579812685,      -6.697344533,       -6.80584296,      -6.510839028,       -5.99450365,      -12.84609616
          0,           0,         227,      -6.579979032,      -6.697412374,      -6.805903483,      -6.510850247,      -5.994321675,      -12.85266638
          0,           0,         228,      -6.580125442,      -6.697452411,      -6.805939062,      -6.510858501,      -5.994191913,        -12.859603
          0,           0,         229,      -6.591521096,      -6.697245945,      -6.806117443,      -6.510925591,      -5.971304177,      -12.86662161
          0,           0,         230,      -6.591760084,      -6.696628254,      -6.806178429,       -6.51100391,      -5.967877146,       -12.8818353
          0,           0,         231,      -6.586829935,      -6.696123689,      -6.808332197,      -6.512116893,      -5.950222502,      -12.88936302
          0,           0,         232,      -6.586854149,      -6.695507431,      -6.808373676,      -6.512125384,      -5.945052322,      -12.89740113
          0,           0,         233,      -6.582375401,      -6.694962579,      -6.808507053,      -6.512166504,       -5.93392566,      -12.90455144
          0,           0,         234,      -6.542240994,      -6.694366363,      -6.807846755,      -6.511755624,      -5.937352937,       -12.9114988
          0,           0,         235,      -6.540385564,      -6.694981274,      -6.807740089,      -6.511677645,       -5.94785206,      -12.92043198
          0,           0,         236,      -6.578721631,      -6.695563637,      -6.808594904,       -6.51201369,      -5.938784036,      -12.92796068
          0,           0,         237,       -6.58127167,      -6.695058096,      -6.808628321,      -6.512032084,      -5.934176401,      -12.93558282
