"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,     "Avg CFL"    ,       "CD"       ,       "CL"       
         194,    0.005951628544,      -4.165316734,      -3.711997709,      -9.114551974,                         5,     -0.2914619337,                 5,      0.0711593425,      0.2840443431
         195,    0.005952686643,      -4.083996026,      -3.631381863,      -9.112010323,                         5,     -0.3352622063,                 5,     0.07101031109,      0.2868745177
         196,    0.005953635985,      -4.089226033,      -3.636340365,      -9.108393076,                         5,     -0.3448641887,                 5,     0.07139635606,      0.2881853778
         197,    0.005955349495,      -4.146884336,      -3.694241044,      -9.105925776,                         5,     -0.2683255969,                 5,     0.07122580396,      0.2888477824
         198,    0.005957076482,      -4.166996761,      -3.715060691,      -9.100935185,                         5,     -0.2981127025,                 5,     0.07179322155,      0.2868350172
         199,    0.005957946775,      -4.005498212,      -3.549391267,      -9.097655148,                         5,     -0.3448914532,                 5,     0.07147908702,      0.2873249872
         200,    0.005958865035,      -4.024692155,      -3.570176307,      -9.094373766,                         5,     -0.3024695556,                 5,     0.07157380642,       0.287856385
         201,     0.00596032548,      -4.084549548,      -3.631190867,      -9.091090958,                         5,     -0.2701114209,                 5,     0.07157259338,      0.2863620308
         202,    0.005961663877,       -4.08910977,      -3.635424736,      -9.088227049,                         5,     -0.2647589647,                 5,      0.0715103226,      0.2866887466
         203,    0.005963030784,      -4.102909685,      -3.649817741,      -9.085077255,                         5,      -0.264586926,                 5,     0.07147238724,      0.2866745093
         204,    0.005964576732,       -4.11432908,      -3.661803943,      -9.081456846,                         5,     -0.2706001238,                 5,     0.07158864304,      0.2862618631
         205,    0.005965891316,       -4.11686405,      -3.663390357,      -9.078356305,                         5,     -0.2738828853,                 5,     0.07158090693,      0.2877099701
         206,    0.005967147913,      -4.120261433,      -3.667317875,      -9.075281221,                         5,     -0.2705138989,                 5,     0.07153301425,      0.2857135384
         207,    0.005968835793,       -4.09802361,      -3.644764695,      -9.071896429,                         5,     -0.3031117752,                 5,     0.07168470528,      0.2867622322
         208,    0.005970501598,      -4.067585555,      -3.612535078,      -9.068207305,                         5,     -0.3118217689,                 5,     0.07165453822,      0.2856053478
         209,    0.005973112029,      -4.101188018,      -3.648141164,      -9.064820856,                         5,     -0.2969709787,                 5,     0.07166632088,      0.2843532907
         210,    0.005974374133,      -4.111879138,      -3.657130932,      -9.061549392,                         5,     -0.2816309437,                 5,     0.07186777891,      0.2845771798
         211,    0.005975641179,      -4.125482831,      -3.671006154,      -9.055219694,                         5,     -0.3173520991,                 5,     0.07234374204,      0.2816488796
         212,     0.00597656416,      -3.796238057,      -3.337432939,      -9.049981721,                         5,     -0.5437921864,                 5,     0.07137102444,       0.276969102
         213,    0.005977966369,      -3.916761226,      -3.459754328,      -9.047376511,                         5,      -0.297413227,                 5,     0.07179746812,      0.2786989437
         214,    0.005980440744,      -3.993129479,      -3.534590785,      -9.038816953,                         5,     -0.3909022583,                 5,     0.07125712736,      0.2772913457
         215,    0.005983214185,      -3.884974891,      -3.426877753,      -9.037586515,                         5,      -0.293092204,                 5,     0.07111945435,      0.2768159053
         216,    0.005985690659,       -3.92801255,      -3.469462153,      -9.032864637,                         5,     -0.5380553614,                 5,      0.0715571617,      0.2782755523
         217,    0.005986823739,      -3.972315946,      -3.512541945,      -9.026715801,                         5,     -0.6902232665,               5.5,     0.07202524177,      0.2834954338
         218,    0.005988776699,      -3.941716213,      -3.489379105,      -9.025820953,                         5,     -0.4356484734,                 5,     0.07193130233,      0.2811838399
         219,    0.005990505714,      -3.925285429,      -3.470374103,      -9.020542428,                         5,     -0.6618971442,               5.5,     0.07372597598,      0.2881386922
         220,    0.005991684457,      -3.922132665,      -3.463786865,      -9.015174355,                         5,     -0.5999849823,               5.5,     0.07335021881,      0.2816806717
         221,    0.005992249455,      -3.585536959,      -3.130429137,      -8.999679881,                         5,     -0.6390758903,              6.05,     0.07205275576,      0.2771772691
         222,    0.005994410314,      -3.740043318,      -3.280910497,      -9.004291171,                         5,     -0.5584802179,              6.05,      0.0729777887,      0.2944231524
         223,    0.005996006839,      -3.772176914,      -3.316696882,      -8.992496085,                         5,     -0.5381337667,              6.05,     0.07188757078,      0.2956254506
         224,    0.005997755871,      -4.117252655,      -3.663483196,      -8.984742037,                         5,     -0.5757946042,              6.05,     0.07132983486,      0.2961470528
         225,    0.006000111611,      -3.954003282,      -3.498090855,      -8.983203828,                         5,     -0.4872740811,                 5,     0.07097314854,      0.2945715796
         226,    0.006001836595,       -4.09148316,      -3.631655325,      -8.979110502,                         5,     -0.2913813156,                 5,     0.07109446444,      0.2949142458
         227,    0.006003615425,      -4.125320304,      -3.665584857,      -8.975716377,                         5,      -0.276275981,                 5,     0.07115790766,       0.295962187
         228,     0.00600491148,      -4.173337441,      -3.716053868,      -8.972150044,                         5,     -0.3089944708,                 5,     0.07131782432,      0.2981705404
         229,    0.006007401383,      -4.201670038,       -3.75060657,      -8.970879069,                         5,     -0.3179500475,                 5,     0.07103571444,      0.2973474709
         230,    0.006009156182,      -4.189397088,      -3.735413738,      -8.968135974,                         5,      -0.288834721,                 5,     0.07107776873,      0.2974841401
         231,      0.0060106965,       -4.22496123,      -3.770858964,      -8.965616093,                         5,     -0.2636512649,                 5,     0.07106604498,      0.2973952367
         232,    0.006012435391,       -4.22283773,      -3.767985444,      -8.963186897,                         5,     -0.2644067206,                 5,     0.07116522128,      0.2977601014
         233,    0.006013583872,      -4.240907989,      -3.787174254,      -8.960657374,                         5,     -0.2639925466,                 5,     0.07114658134,      0.2976231417
