"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,     "Avg CFL"    ,       "CD"       ,       "CL"       
        9589,    0.006260839677,      -4.237945111,      -3.779430377,      -13.66146898,                         5,       -0.26256757,                 5,     0.07115267035,      0.2976661559
        9590,      0.0062608691,      -4.237945002,       -3.77943025,      -13.66144693,                         5,     -0.2625675711,                 5,     0.07115267135,      0.2976661616
        9591,    0.006260902954,      -4.237945212,      -3.779430495,      -13.66138333,                         5,     -0.2625675697,                 5,     0.07115266979,      0.2976661537
        9592,    0.006260959745,      -4.237944905,      -3.779430146,      -13.66142851,                         5,     -0.2625675719,                 5,     0.07115267171,      0.2976661637
        9593,    0.006261000235,      -4.237945287,      -3.779430581,      -13.66142491,                         5,     -0.2625675691,                 5,     0.07115266985,      0.2976661536
        9594,    0.006261035203,      -4.237944893,      -3.779430127,       -13.6614479,                         5,     -0.2625675716,                 5,     0.07115267134,      0.2976661614
        9595,    0.006261072452,      -4.237945221,      -3.779430507,        -13.661417,                         5,     -0.2625675699,                 5,     0.07115267011,      0.2976661553
        9596,    0.006261104743,      -4.237944952,      -3.779430194,      -13.66143735,                         5,     -0.2625675711,                 5,     0.07115267098,      0.2976661595
        9597,    0.006261149521,       -4.23794515,      -3.779430427,      -13.66138905,                         5,     -0.2625675705,                 5,     0.07115267101,      0.2976661606
        9598,     0.00626119344,      -4.237945137,      -3.779430409,      -13.66140869,                         5,     -0.2625675698,                 5,     0.07115266961,      0.2976661521
        9599,    0.006261231343,       -4.23794487,      -3.779430105,       -13.6613791,                         5,     -0.2625675724,                 5,     0.07115267168,      0.2976661641
        9600,     0.00626127067,      -4.237945296,      -3.779430596,      -13.66143217,                         5,     -0.2625675692,                 5,     0.07115267003,      0.2976661546
        9601,    0.006261304192,      -4.237944918,      -3.779430152,      -13.66148888,                         5,     -0.2625675711,                 5,     0.07115267123,      0.2976661604
        9602,     0.00626134484,      -4.237945193,      -3.779430473,      -13.66140853,                         5,     -0.2625675702,                 5,     0.07115267045,      0.2976661573
        9603,    0.006261379156,      -4.237945027,      -3.779430282,      -13.66146309,                         5,     -0.2625675707,                 5,     0.07115267066,      0.2976661576
        9604,    0.006261419769,      -4.237945075,      -3.779430337,      -13.66141098,                         5,     -0.2625675708,                 5,     0.07115267089,      0.2976661595
        9605,    0.006261485918,      -4.237945124,      -3.779430396,      -13.66139977,                         5,     -0.2625675703,                 5,     0.07115267031,      0.2976661564
        9606,    0.006261547727,       -4.23794501,      -3.779430266,      -13.66137287,                         5,     -0.2625675712,                 5,     0.07115267058,      0.2976661581
        9607,    0.006261615932,      -4.237945082,      -3.779430351,      -13.66139308,                         5,     -0.2625675709,                 5,     0.07115267097,      0.2976661603
        9608,     0.00626165161,      -4.237945134,      -3.779430407,      -13.66141922,                         5,       -0.26256757,                 5,     0.07115267009,      0.2976661549
        9609,    0.006261690045,      -4.237944962,       -3.77943021,      -13.66142588,                         5,     -0.2625675716,                 5,     0.07115267123,      0.2976661612
        9610,    0.006261731998,      -4.237945194,      -3.779430476,       -13.6613793,                         5,     -0.2625675698,                 5,     0.07115266982,      0.2976661538
        9611,    0.006261764362,      -4.237944913,      -3.779430155,      -13.66140001,                         5,     -0.2625675719,                 5,      0.0711526714,      0.2976661624
        9612,    0.006261816416,      -4.237945236,      -3.779430526,      -13.66140976,                         5,     -0.2625675696,                 5,     0.07115266997,      0.2976661546
        9613,    0.006261851838,      -4.237944924,      -3.779430163,      -13.66143973,                         5,     -0.2625675714,                 5,     0.07115267081,      0.2976661585
        9614,    0.006261891557,      -4.237945123,      -3.779430396,      -13.66139034,                         5,     -0.2625675708,                 5,     0.07115267073,       0.297666159
        9615,     0.00626193896,      -4.237945088,      -3.779430354,      -13.66145681,                         5,     -0.2625675703,                 5,     0.07115267049,      0.2976661568
        9616,    0.006261971597,      -4.237945035,      -3.779430291,        -13.661441,                         5,     -0.2625675709,                 5,     0.07115267125,      0.2976661612
        9617,    0.006262034505,      -4.237945187,      -3.779430465,      -13.66143043,                         5,     -0.2625675697,                 5,     0.07115267013,      0.2976661551
        9618,    0.006262075852,      -4.237944962,      -3.779430207,      -13.66141859,                         5,     -0.2625675714,                 5,     0.07115267075,      0.2976661585
        9619,    0.006262111869,      -4.237945111,      -3.779430382,       -13.6614078,                         5,     -0.2625675708,                 5,     0.07115267102,      0.2976661604
        9620,    0.006262165376,       -4.23794514,      -3.779430413,      -13.66140953,                         5,     -0.2625675699,                 5,     0.07115267002,      0.2976661546
        9621,    0.006262202962,      -4.237944953,        -3.7794302,      -13.66141094,                         5,     -0.2625675717,                 5,     0.07115267119,      0.2976661612
        9622,    0.006262245031,      -4.237945192,      -3.779430474,      -13.66140563,                         5,     -0.2625675699,                 5,     0.07115267008,      0.2976661551
        9623,    0.006262278052,      -4.237944956,      -3.779430203,       -13.6613758,                         5,     -0.2625675714,                 5,     0.07115267065,      0.2976661583
        9624,    0.006262328335,      -4.237945099,      -3.779430373,      -13.66131877,                         5,      -0.262567571,                 5,     0.07115267002,      0.2976661555
        9625,    0.006262377323,      -4.237944972,      -3.779430229,      -13.66136628,                         5,     -0.2625675717,                 5,     0.07115267081,      0.2976661594
        9626,    0.006262412532,      -4.237945127,      -3.779430404,      -13.66136744,                         5,     -0.2625675706,                 5,     0.07115267068,       0.297666159
        9627,     0.00626246551,      -4.237945082,      -3.779430349,      -13.66146079,                         5,     -0.2625675704,                 5,     0.07115267061,      0.2976661575
        9628,    0.006262499912,      -4.237945051,      -3.779430306,      -13.66150067,                         5,     -0.2625675706,                 5,     0.07115267109,      0.2976661597
        9629,    0.006262540875,      -4.237945141,      -3.779430407,      -13.66147227,                         5,     -0.2625675699,                 5,     0.07115267055,       0.297666157
        9630,    0.006262590914,      -4.237945042,      -3.779430298,      -13.66144159,                         5,     -0.2625675708,                 5,       0.071152671,      0.2976661598
        9631,    0.006262627657,      -4.237945142,      -3.779430415,      -13.66143514,                         5,     -0.2625675702,                 5,      0.0711526703,       0.297666156
        9632,    0.006262683117,      -4.237944998,      -3.779430249,      -13.66142663,                         5,     -0.2625675711,                 5,     0.07115267101,      0.2976661599
        9633,    0.006262716501,      -4.237945152,      -3.779430429,      -13.66141393,                         5,     -0.2625675703,                 5,     0.07115267066,      0.2976661584
        9634,    0.006262761509,      -4.237945066,      -3.779430326,      -13.66147323,                         5,     -0.2625675704,                 5,     0.07115267057,      0.2976661571
        9635,    0.006262800508,      -4.237945051,      -3.779430308,       -13.6614259,                         5,     -0.2625675709,                 5,     0.07115267078,      0.2976661587
        9636,    0.006262830412,      -4.237945104,      -3.779430373,      -13.66143318,                         5,     -0.2625675705,                 5,     0.07115267093,      0.2976661596
        9637,    0.006262875738,      -4.237945121,       -3.77943039,      -13.66147097,                         5,     -0.2625675702,                 5,     0.07115267093,      0.2976661592
        9638,    0.006262921217,      -4.237945108,      -3.779430371,      -13.66145728,                         5,     -0.2625675701,                 5,     0.07115267026,      0.2976661554
        9639,    0.006262965927,      -4.237944993,      -3.779430242,      -13.66141081,                         5,     -0.2625675714,                 5,     0.07115267093,      0.2976661596
        9640,    0.006263010314,      -4.237945142,      -3.779430419,       -13.6614016,                         5,     -0.2625675704,                 5,     0.07115267083,      0.2976661594
        9641,    0.006263051732,      -4.237945102,       -3.77943037,      -13.66141365,                         5,     -0.2625675702,                 5,     0.07115267011,       0.297666155
        9642,     0.00626309582,      -4.237944972,      -3.779430222,      -13.66137762,                         5,     -0.2625675716,                 5,     0.07115267078,      0.2976661591
        9643,     0.00626313814,      -4.237945121,      -3.779430397,      -13.66139311,                         5,     -0.2625675707,                 5,     0.07115267086,      0.2976661597
        9644,    0.006263180489,      -4.237945109,      -3.779430377,      -13.66143346,                         5,     -0.2625675701,                 5,     0.07115267025,      0.2976661557
        9645,     0.00626322236,      -4.237944992,      -3.779430243,      -13.66143523,                         5,     -0.2625675713,                 5,     0.07115267121,       0.297666161
        9646,    0.006263258889,      -4.237945188,      -3.779430468,      -13.66142129,                         5,     -0.2625675699,                 5,     0.07115267014,      0.2976661553
        9647,    0.006263315867,      -4.237944963,      -3.779430208,      -13.66143734,                         5,     -0.2625675713,                 5,       0.071152671,      0.2976661597
        9648,    0.006263352508,      -4.237945154,      -3.779430431,      -13.66140183,                         5,     -0.2625675704,                 5,      0.0711526707,      0.2976661588
        9649,     0.00626340625,      -4.237945076,      -3.779430338,      -13.66149369,                         5,     -0.2625675703,                 5,     0.07115267073,      0.2976661578
        9650,    0.006263444748,      -4.237945071,      -3.779430328,      -13.66150171,                         5,     -0.2625675705,                 5,     0.07115267106,      0.2976661595
        9651,    0.006263486765,      -4.237945139,      -3.779430406,       -13.6614673,                         5,       -0.26256757,                 5,     0.07115267084,      0.2976661587
        9652,    0.006263531904,      -4.237945095,      -3.779430357,      -13.66147002,                         5,     -0.2625675703,                 5,      0.0711526709,       0.297666159
        9653,    0.006263569763,      -4.237945108,      -3.779430372,      -13.66147092,                         5,     -0.2625675702,                 5,     0.07115267078,      0.2976661583
        9654,    0.006263624743,      -4.237945084,      -3.779430344,      -13.66149219,                         5,     -0.2625675704,                 5,     0.07115267098,      0.2976661592
        9655,    0.006263699434,      -4.237945121,      -3.779430384,      -13.66149319,                         5,       -0.26256757,                 5,     0.07115267043,       0.297666156
        9656,    0.006263743651,      -4.237945019,       -3.77943027,      -13.66145308,                         5,     -0.2625675711,                 5,     0.07115267133,      0.2976661615
        9657,    0.006263787909,      -4.237945205,      -3.779430486,      -13.66143103,                         5,     -0.2625675697,                 5,     0.07115267017,      0.2976661554
        9658,    0.006263826305,      -4.237944968,      -3.779430213,      -13.66143017,                         5,     -0.2625675713,                 5,     0.07115267075,      0.2976661584
        9659,    0.006263868905,      -4.237945108,      -3.779430379,       -13.6614087,                         5,     -0.2625675708,                 5,     0.07115267114,       0.297666161
        9660,    0.006263904021,      -4.237945162,      -3.779430438,      -13.66142522,                         5,     -0.2625675697,                 5,     0.07115267012,      0.2976661551
        9661,    0.006263944617,      -4.237944964,       -3.77943021,       -13.6613966,                         5,     -0.2625675714,                 5,     0.07115267086,      0.2976661594
        9662,    0.006263987612,      -4.237945134,      -3.779430411,      -13.66137163,                         5,     -0.2625675706,                 5,     0.07115267059,      0.2976661585
        9663,    0.006264020558,      -4.237945064,      -3.779430329,      -13.66147506,                         5,     -0.2625675706,                 5,     0.07115267088,      0.2976661589
        9664,     0.00626405751,      -4.237945099,      -3.779430359,      -13.66148571,                         5,     -0.2625675701,                 5,     0.07115267046,      0.2976661562
        9665,    0.006264088098,      -4.237945025,      -3.779430277,      -13.66143697,                         5,      -0.262567571,                 5,     0.07115267114,      0.2976661606
        9666,     0.00626412249,      -4.237945173,      -3.779430451,      -13.66140458,                         5,       -0.26256757,                 5,     0.07115267042,      0.2976661571
        9667,    0.006264195795,      -4.237945025,      -3.779430282,      -13.66144654,                         5,     -0.2625675709,                 5,     0.07115267126,      0.2976661613
        9668,    0.006264250403,      -4.237945184,      -3.779430459,      -13.66145207,                         5,     -0.2625675695,                 5,     0.07115267007,      0.2976661544
        9669,    0.006264301035,       -4.23794495,      -3.779430194,      -13.66140446,                         5,     -0.2625675717,                 5,     0.07115267158,      0.2976661634
        9670,    0.006264340886,      -4.237945261,      -3.779430551,      -13.66146338,                         5,     -0.2625675691,                 5,     0.07115267014,      0.2976661548
        9671,     0.00626438743,      -4.237944941,      -3.779430177,      -13.66145881,                         5,     -0.2625675711,                 5,     0.07115267096,      0.2976661591
        9672,    0.006264425942,      -4.237945146,      -3.779430421,      -13.66140352,                         5,     -0.2625675706,                 5,     0.07115267058,      0.2976661581
        9673,     0.00626446475,      -4.237945053,      -3.779430312,      -13.66146585,                         5,     -0.2625675705,                 5,     0.07115267038,       0.297666156
        9674,    0.006264507549,      -4.237945018,      -3.779430272,      -13.66137884,                         5,     -0.2625675713,                 5,     0.07115267048,      0.2976661574
        9675,    0.006264553573,      -4.237945061,      -3.779430327,      -13.66133992,                         5,     -0.2625675712,                 5,     0.07115267041,      0.2976661576
        9676,    0.006264615217,      -4.237945045,       -3.77943031,       -13.6614035,                         5,      -0.262567571,                 5,     0.07115267041,       0.297666157
        9677,    0.006264666216,      -4.237945034,      -3.779430292,       -13.6614369,                         5,      -0.262567571,                 5,     0.07115267087,      0.2976661592
        9678,    0.006264698325,      -4.237945119,      -3.779430389,      -13.66146594,                         5,     -0.2625675703,                 5,     0.07115267085,      0.2976661588
        9679,    0.006264732711,      -4.237945099,      -3.779430362,      -13.66148196,                         5,     -0.2625675703,                 5,      0.0711526709,      0.2976661589
        9680,    0.006264770501,      -4.237945107,       -3.77943037,      -13.66148515,                         5,     -0.2625675702,                 5,     0.07115267091,      0.2976661589
        9681,    0.006264802813,      -4.237945107,      -3.779430369,      -13.66149388,                         5,     -0.2625675702,                 5,      0.0711526707,      0.2976661576
        9682,    0.006264848823,      -4.237945068,      -3.779430324,      -13.66148376,                         5,     -0.2625675706,                 5,     0.07115267093,      0.2976661589
        9683,    0.006264902394,      -4.237945121,      -3.779430388,      -13.66145782,                         5,     -0.2625675704,                 5,     0.07115267109,      0.2976661602
        9684,    0.006264946192,      -4.237945143,      -3.779430411,      -13.66146897,                         5,     -0.2625675698,                 5,     0.07115267057,      0.2976661571
        9685,    0.006264991624,      -4.237945044,      -3.779430299,      -13.66147442,                         5,     -0.2625675708,                 5,     0.07115267109,        0.29766616
        9686,    0.006265024056,      -4.237945151,      -3.779430422,       -13.6614444,                         5,       -0.26256757,                 5,     0.07115267017,      0.2976661551
        9687,    0.006265082571,      -4.237944974,      -3.779430222,       -13.6613932,                         5,     -0.2625675715,                 5,      0.0711526707,      0.2976661584
        9688,    0.006265128754,      -4.237945105,      -3.779430378,      -13.66138674,                         5,      -0.262567571,                 5,     0.07115267094,      0.2976661603
        9689,    0.006265162131,      -4.237945128,        -3.7794304,      -13.66141607,                         5,     -0.2625675699,                 5,     0.07115266991,      0.2976661538
        9690,    0.006265207028,      -4.237944931,      -3.779430175,      -13.66140335,                         5,      -0.262567572,                 5,     0.07115267185,      0.2976661648
        9691,    0.006265224715,      -4.237945315,      -3.779430613,      -13.66145898,                         5,     -0.2625675687,                 5,     0.07115266996,      0.2976661538
        9692,    0.006265239884,      -4.237944899,      -3.779430127,      -13.66146365,                         5,     -0.2625675713,                 5,     0.07115267125,      0.2976661608
        9693,    0.006265258524,      -4.237945203,      -3.779430485,      -13.66139906,                         5,     -0.2625675701,                 5,     0.07115267031,      0.2976661567
        9694,     0.00626527115,         -4.237945,      -3.779430252,      -13.66145693,                         5,     -0.2625675709,                 5,     0.07115267074,      0.2976661582
        9695,    0.006265291611,      -4.237945093,      -3.779430358,      -13.66142598,                         5,     -0.2625675706,                 5,      0.0711526707,      0.2976661583
        9696,    0.006265312181,      -4.237945085,      -3.779430351,      -13.66144982,                         5,     -0.2625675706,                 5,     0.07115267088,      0.2976661592
        9697,    0.006265336164,      -4.237945108,      -3.779430373,      -13.66144755,                         5,     -0.2625675701,                 5,     0.07115267018,       0.297666155
        9698,     0.00626535434,       -4.23794498,      -3.779430229,      -13.66136222,                         5,     -0.2625675716,                 5,     0.07115267059,       0.297666158
        9699,    0.006265367706,       -4.23794509,      -3.779430363,      -13.66133282,                         5,     -0.2625675711,                 5,     0.07115267052,      0.2976661583
        9700,    0.006265387988,      -4.237945066,      -3.779430335,      -13.66144584,                         5,     -0.2625675708,                 5,     0.07115267104,      0.2976661601
        9701,    0.006265404016,      -4.237945132,      -3.779430398,      -13.66141675,                         5,     -0.2625675697,                 5,     0.07115266962,      0.2976661519
        9702,    0.006265415989,      -4.237944876,      -3.779430112,         -13.66134,                         5,     -0.2625675726,                 5,     0.07115267151,      0.2976661634
        9703,    0.006265425267,      -4.237945273,      -3.779430573,       -13.6613866,                         5,     -0.2625675696,                 5,     0.07115266992,      0.2976661546
        9704,    0.006265442189,      -4.237944909,      -3.779430145,      -13.66142215,                         5,     -0.2625675713,                 5,     0.07115267074,      0.2976661582
        9705,    0.006265467479,      -4.237945112,      -3.779430385,      -13.66138302,                         5,      -0.262567571,                 5,      0.0711526706,      0.2976661584
        9706,    0.006265493389,      -4.237945069,      -3.779430333,      -13.66146764,                         5,     -0.2625675706,                 5,     0.07115267089,       0.297666159
        9707,    0.006265518697,       -4.23794511,      -3.779430375,      -13.66146446,                         5,     -0.2625675703,                 5,     0.07115267094,      0.2976661593
        9708,    0.006265545381,      -4.237945117,      -3.779430383,      -13.66147391,                         5,     -0.2625675702,                 5,     0.07115267097,      0.2976661594
        9709,    0.006265554606,      -4.237945119,      -3.779430383,      -13.66148727,                         5,       -0.26256757,                 5,     0.07115267077,      0.2976661581
        9710,    0.006265573542,       -4.23794508,      -3.779430338,      -13.66150056,                         5,     -0.2625675704,                 5,     0.07115267111,      0.2976661598
        9711,     0.00626559024,      -4.237945143,       -3.77943041,       -13.6614593,                         5,     -0.2625675699,                 5,     0.07115267046,      0.2976661566
        9712,    0.006265610652,      -4.237945026,       -3.77943028,      -13.66141723,                         5,      -0.262567571,                 5,     0.07115267106,      0.2976661604
        9713,    0.006265632705,      -4.237945164,      -3.779430442,      -13.66142124,                         5,     -0.2625675702,                 5,     0.07115267048,      0.2976661573
        9714,    0.006265647362,      -4.237945029,      -3.779430283,      -13.66147125,                         5,     -0.2625675706,                 5,     0.07115267079,      0.2976661583
        9715,    0.006265668004,      -4.237945098,      -3.779430363,      -13.66144024,                         5,     -0.2625675706,                 5,     0.07115267107,      0.2976661603
        9716,     0.00626568319,      -4.237945147,      -3.779430418,      -13.66144554,                         5,     -0.2625675699,                 5,     0.07115267037,      0.2976661563
        9717,    0.006265697011,      -4.237945009,      -3.779430261,      -13.66144139,                         5,     -0.2625675711,                 5,     0.07115267107,      0.2976661601
        9718,    0.006265733466,       -4.23794516,      -3.779430437,      -13.66140051,                         5,     -0.2625675702,                 5,      0.0711526707,      0.2976661588
        9719,    0.006265747527,      -4.237945076,       -3.77943034,      -13.66148168,                         5,     -0.2625675703,                 5,     0.07115267071,      0.2976661578
        9720,    0.006265769717,       -4.23794507,      -3.779430327,       -13.6614807,                         5,     -0.2625675705,                 5,     0.07115267084,      0.2976661585
        9721,    0.006265793603,      -4.237945102,      -3.779430366,      -13.66144724,                         5,     -0.2625675704,                 5,     0.07115267093,      0.2976661594
        9722,    0.006265841152,      -4.237945119,      -3.779430386,      -13.66146755,                         5,     -0.2625675701,                 5,     0.07115267075,      0.2976661582
        9723,    0.006265868274,       -4.23794508,       -3.77943034,      -13.66149282,                         5,     -0.2625675705,                 5,     0.07115267094,       0.297666159
        9724,    0.006265874909,      -4.237945115,      -3.779430379,      -13.66148847,                         5,     -0.2625675702,                 5,     0.07115267135,      0.2976661612
        9725,    0.006265882707,      -4.237945181,      -3.779430452,      -13.66145605,                         5,     -0.2625675693,                 5,     0.07115267016,      0.2976661549
        9726,    0.006265882592,      -4.237944968,      -3.779430214,      -13.66142212,                         5,     -0.2625675715,                 5,     0.07115267102,      0.2976661601
        9727,    0.006265886012,       -4.23794516,      -3.779430438,      -13.66141701,                         5,     -0.2625675703,                 5,     0.07115267042,       0.297666157
        9728,    0.006265892941,      -4.237945022,      -3.779430277,       -13.6614479,                         5,     -0.2625675709,                 5,     0.07115267063,      0.2976661577
        9729,    0.006265903103,      -4.237945071,      -3.779430332,      -13.66143335,                         5,     -0.2625675707,                 5,     0.07115267084,      0.2976661591
        9730,    0.006265916317,      -4.237945109,      -3.779430377,      -13.66145523,                         5,     -0.2625675704,                 5,     0.07115267094,      0.2976661594
        9731,    0.006265916668,      -4.237945116,      -3.779430382,      -13.66144681,                         5,     -0.2625675701,                 5,     0.07115267023,      0.2976661554
        9732,    0.006265922547,      -4.237944989,      -3.779430239,      -13.66137328,                         5,     -0.2625675714,                 5,     0.07115267074,      0.2976661588
        9733,    0.006265927006,      -4.237945116,      -3.779430392,       -13.6613624,                         5,     -0.2625675708,                 5,     0.07115267038,      0.2976661574
        9734,    0.006265929736,      -4.237945027,      -3.779430287,      -13.66147072,                         5,     -0.2625675709,                 5,     0.07115267066,      0.2976661577
        9735,     0.00626593565,      -4.237945068,      -3.779430326,      -13.66143405,                         5,     -0.2625675706,                 5,     0.07115267055,      0.2976661574
        9736,    0.006265940201,      -4.237945059,       -3.77943032,      -13.66142285,                         5,     -0.2625675709,                 5,     0.07115267085,      0.2976661592
        9737,     0.00626594909,      -4.237945115,      -3.779430385,      -13.66145201,                         5,     -0.2625675704,                 5,     0.07115267121,      0.2976661609
        9738,    0.006265950604,      -4.237945164,      -3.779430435,      -13.66146314,                         5,     -0.2625675696,                 5,     0.07115267015,      0.2976661548
        9739,    0.006265960151,      -4.237944963,      -3.779430207,      -13.66143104,                         5,     -0.2625675715,                 5,      0.0711526712,       0.297666161
        9740,    0.006265967816,      -4.237945189,       -3.77943047,      -13.66140479,                         5,     -0.2625675699,                 5,     0.07115267008,      0.2976661551
        9741,    0.006265971498,      -4.237944959,      -3.779430205,      -13.66140296,                         5,     -0.2625675714,                 5,      0.0711526707,      0.2976661583
        9742,    0.006265971334,      -4.237945103,      -3.779430375,      -13.66139917,                         5,     -0.2625675709,                 5,      0.0711526711,       0.297666161
        9743,    0.006265974196,      -4.237945155,      -3.779430429,      -13.66143266,                         5,     -0.2625675697,                 5,     0.07115266985,      0.2976661533
        9744,    0.006265981061,      -4.237944911,       -3.77943015,       -13.6614103,                         5,      -0.262567572,                 5,     0.07115267143,      0.2976661625
        9745,    0.006265990286,      -4.237945241,       -3.77943053,      -13.66142068,                         5,     -0.2625675695,                 5,      0.0711526702,      0.2976661558
        9746,    0.006265993778,      -4.237944967,      -3.779430211,      -13.66138983,                         5,      -0.262567571,                 5,     0.07115267052,      0.2976661573
        9747,    0.006266002992,      -4.237945073,      -3.779430342,      -13.66134356,                         5,     -0.2625675713,                 5,      0.0711526705,      0.2976661582
        9748,    0.006266007253,      -4.237945062,      -3.779430329,       -13.6614174,                         5,     -0.2625675708,                 5,     0.07115267061,      0.2976661581
        9749,    0.006266016433,      -4.237945064,      -3.779430324,      -13.66145156,                         5,     -0.2625675705,                 5,     0.07115267045,      0.2976661566
        9750,    0.006266024093,      -4.237945033,      -3.779430289,      -13.66139814,                         5,     -0.2625675711,                 5,     0.07115267069,      0.2976661584
        9751,    0.006266029031,      -4.237945096,      -3.779430367,      -13.66141217,                         5,     -0.2625675708,                 5,     0.07115267059,       0.297666158
        9752,    0.006266033391,       -4.23794506,      -3.779430322,      -13.66142436,                         5,     -0.2625675706,                 5,     0.07115267049,       0.297666157
        9753,    0.006266039853,      -4.237945048,       -3.77943031,      -13.66132168,                         5,     -0.2625675712,                 5,     0.07115267027,      0.2976661569
        9754,    0.006266044267,      -4.237945028,      -3.779430292,      -13.66135418,                         5,     -0.2625675714,                 5,     0.07115267044,      0.2976661575
        9755,    0.006266048654,      -4.237945053,      -3.779430319,      -13.66137884,                         5,     -0.2625675711,                 5,     0.07115267059,      0.2976661583
        9756,    0.006266053324,       -4.23794507,      -3.779430334,      -13.66142973,                         5,     -0.2625675706,                 5,     0.07115267032,      0.2976661561
        9757,    0.006266060863,      -4.237945011,      -3.779430265,      -13.66140541,                         5,     -0.2625675713,                 5,     0.07115267089,      0.2976661596
        9758,     0.00626607397,      -4.237945133,      -3.779430407,      -13.66143713,                         5,     -0.2625675704,                 5,     0.07115267046,       0.297666157
        9759,    0.006266080936,      -4.237945026,      -3.779430279,      -13.66145612,                         5,     -0.2625675708,                 5,      0.0711526706,      0.2976661573
        9760,    0.006266091685,      -4.237945068,       -3.77943033,      -13.66138708,                         5,      -0.262567571,                 5,     0.07115267083,      0.2976661595
        9761,    0.006266101526,       -4.23794512,      -3.779430393,      -13.66142366,                         5,     -0.2625675704,                 5,     0.07115267059,      0.2976661579
        9762,     0.00626610718,      -4.237945053,      -3.779430312,       -13.6614575,                         5,     -0.2625675706,                 5,     0.07115267059,      0.2976661573
        9763,    0.006266111918,      -4.237945059,      -3.779430319,      -13.66143299,                         5,     -0.2625675709,                 5,     0.07115267077,      0.2976661586
        9764,    0.006266113143,        -4.2379451,      -3.779430368,      -13.66144741,                         5,     -0.2625675705,                 5,     0.07115267111,      0.2976661605
        9765,    0.006266113978,      -4.237945151,      -3.779430422,      -13.66143871,                         5,     -0.2625675698,                 5,     0.07115267024,      0.2976661556
        9766,    0.006266119107,      -4.237944989,      -3.779430238,      -13.66141304,                         5,     -0.2625675713,                 5,     0.07115267091,      0.2976661595
        9767,    0.006266120084,      -4.237945139,      -3.779430415,      -13.66138718,                         5,     -0.2625675705,                 5,     0.07115267077,      0.2976661593
        9768,    0.006266125747,      -4.237945096,      -3.779430364,      -13.66143451,                         5,     -0.2625675702,                 5,     0.07115267047,      0.2976661569
        9769,    0.006266132327,      -4.237945034,      -3.779430291,      -13.66144833,                         5,      -0.262567571,                 5,     0.07115267107,      0.2976661602
        9770,    0.006266139102,      -4.237945153,      -3.779430426,      -13.66143976,                         5,       -0.26256757,                 5,     0.07115267025,      0.2976661556
        9771,     0.00626614647,      -4.237944987,      -3.779430236,      -13.66141358,                         5,     -0.2625675713,                 5,     0.07115267082,      0.2976661589
        9772,    0.006266149757,      -4.237945122,      -3.779430396,      -13.66139115,                         5,     -0.2625675707,                 5,     0.07115267086,      0.2976661597
        9773,    0.006266154619,      -4.237945113,      -3.779430383,      -13.66143601,                         5,     -0.2625675702,                 5,     0.07115267041,      0.2976661566
        9774,    0.006266157059,      -4.237945019,      -3.779430272,      -13.66143374,                         5,     -0.2625675709,                 5,     0.07115267094,      0.2976661595
        9775,    0.006266353898,      -4.237945137,       -3.77943041,      -13.66142892,                         5,     -0.2625675704,                 5,      0.0711526706,      0.2976661579
        9776,    0.006266368676,      -4.237945054,      -3.779430313,      -13.66147778,                         5,     -0.2625675706,                 5,     0.07115267092,       0.297666159
        9777,    0.006266378527,      -4.237945115,      -3.779430379,        -13.661484,                         5,     -0.2625675702,                 5,       0.071152671,      0.2976661594
        9778,    0.006266389914,      -4.237945122,      -3.779430387,      -13.66146845,                         5,       -0.26256757,                 5,     0.07115267057,      0.2976661571
        9779,     0.00626640358,      -4.237945048,      -3.779430304,      -13.66144536,                         5,     -0.2625675708,                 5,     0.07115267085,      0.2976661589
        9780,    0.006266412133,      -4.237945113,      -3.779430381,      -13.66144302,                         5,     -0.2625675704,                 5,       0.071152671,      0.2976661599
        9781,    0.006266431136,      -4.237945129,      -3.779430398,      -13.66145607,                         5,       -0.26256757,                 5,     0.07115267056,      0.2976661573
        9782,    0.006266440126,      -4.237945045,      -3.779430301,      -13.66145112,                         5,     -0.2625675708,                 5,     0.07115267082,      0.2976661587
        9783,    0.006266449913,      -4.237945107,      -3.779430374,      -13.66144275,                         5,     -0.2625675705,                 5,     0.07115267106,      0.2976661602
        9784,    0.006266461845,      -4.237945141,      -3.779430411,      -13.66145987,                         5,     -0.2625675699,                 5,     0.07115267051,       0.297666157
        9785,     0.00626647598,      -4.237945032,      -3.779430285,      -13.66145795,                         5,     -0.2625675708,                 5,      0.0711526707,      0.2976661578
        9786,    0.006266492016,      -4.237945088,      -3.779430354,        -13.661352,                         5,     -0.2625675709,                 5,      0.0711526705,      0.2976661579
        9787,    0.006266502246,      -4.237945062,       -3.77943033,      -13.66140389,                         5,      -0.262567571,                 5,     0.07115267098,      0.2976661603
        9788,    0.006266513779,      -4.237945135,      -3.779430406,      -13.66140978,                         5,     -0.2625675699,                 5,     0.07115266966,      0.2976661524
        9789,    0.006266526287,      -4.237944881,      -3.779430117,      -13.66137932,                         5,     -0.2625675723,                 5,     0.07115267139,      0.2976661625
        9790,    0.006266536557,      -4.237945244,      -3.779430536,        -13.661424,                         5,     -0.2625675697,                 5,     0.07115267019,      0.2976661557
